te_all_mu,te_all_size,te_all_lambda,te_all_poids_nb,te_all_poids_pois,te_all_mass_nb_loglik,te_all_mass_pois_loglik,timer,te_all_mean_ci_lower,te_all_mean_ci_upper,te_all_var_ci_lower,te_all_var_ci_upper,iteration,te_a_mean,te_s_mean,all__mean,te_all_var,nb_individual,max_timer_with_te,max_timer,te_at_the_end,seed,scenario
5.7442799928253585,34.13792100450539,5.744274809160306,0.8617944735230932,0.13820552647690676,-1227.0796511933645,-1230.4099261062986,143.74867144863842,5.5219567043033075,5.966592914017304,5.966279624036211,7.604625930115757,15000,5.244274809160306,0.5,5.744274809160306,6.710770218790595,523,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
5.518944970960905,24.05647111876252,5.518939393939394,0.9877664052217904,0.012233594778209672,-1233.577555814591,-1239.468816214743,152.78462207508528,5.296243796978822,5.741634990899965,6.035087065935059,7.6852213328550105,16000,5.054924242424242,0.4640151515151515,5.518939393939394,6.785219366338911,527,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
5.430189697732438,21.799676734982405,5.430188679245283,0.99513310217961,0.00486689782039003,-1238.5269546000236,-1245.3473743630118,162.00743200383977,5.20839491845444,5.651982440036127,6.0103789412687405,7.650251281372746,17000,4.971698113207547,0.45849056603773586,5.430188679245283,6.755986731818668,529,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
5.498188346891375,22.75518779756262,5.4981884057971016,0.9946333301546408,0.0053666698453591205,-1292.3295782646196,-1299.0517448458284,170.44217558045997,5.280137722094349,5.7162390894998545,6.065342015867028,7.682673092341799,18000,5.02536231884058,0.47282608695652173,5.4981884057971016,6.8021745706094325,551,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
5.563176880660723,28.304593623602486,5.563176895306859,0.9621549638337566,0.03784503616624324,-1289.8350452221819,-1294.570720918539,178.59437273039018,5.347536543713199,5.77881724690052,5.95477781726529,7.539394792044173,19000,5.097472924187725,0.4657039711191336,5.563176895306859,6.676833288723797,553,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
5.817658058675996,19.145050902202485,5.817658349328215,0.9998322113564533,1.6778864354661778e-4,-1243.831061709483,-1254.0236993514893,186.86278164951503,5.579556092883516,6.055760605772914,6.801944300279411,8.675837787892453,20000,5.335892514395393,0.4817658349328215,5.817658349328215,7.653226044588808,520,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.175141252472961,18.562301666031285,6.175141242937853,0.999972166202959,2.7833797041038058e-5,-1291.5470039221018,-1303.5362356426747,195.85426452969872,5.930217708263644,6.420064777612062,7.344008413201805,9.345616129836802,21000,5.702448210922787,0.4726930320150659,6.175141242937853,8.254173329069395,530,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.415584524464983,15.446463481413828,6.415584415584416,0.999999952842946,4.7157054112950256e-8,-1334.9422857908517,-1353.3120679727213,204.52678580563995,6.159740505286136,6.671428325882696,8.141672585010477,10.342030349610468,22000,5.923933209647496,0.49165120593692024,6.415584415584416,9.142953700574518,538,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.641536448325558,11.671434770510507,6.640973630831643,0.9999999999988529,1.1471806131159251e-12,-1252.652920267072,-1281.6466340915852,213.46387915151703,6.35452606121579,6.927421200447496,9.283190338681395,11.921940482084832,23000,6.1399594320486814,0.5010141987829615,6.640973630831643,10.478561651742279,492,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.826004801210686,9.317866591913265,6.825892857142857,1,1.1665399975496259e-17,-1163.2786039673729,-1203.7685084478678,223.76891337028,6.505737520960894,7.14604819332482,10.472313666315511,13.61575165609689,24000,6.323660714285714,0.5022321428571429,6.825892857142857,11.889081975071909,447,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.744397552728582,7.626743194576293,6.7443298969072165,1,4.3617603526813006e-27,-1270.4403309644579,-1332.6372527488065,234.0808471794678,6.421969314395025,7.066690479419408,11.55395536947887,14.86881779186383,25000,6.274226804123711,0.47010309278350515,6.7443298969072165,13.054332452926642,484,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.51555309044312,9.457088742721945,6.515555555555555,1,1.0324817116742362e-16,-1149.8409507420006,-1188.1503468968733,244.46175507437863,6.203986739283967,6.827124371827144,9.965361263894502,12.949031625052744,26000,5.9911111111111115,0.5244444444444445,6.515555555555555,11.310447908933432,449,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.538209607854461,7.572348791526718,6.538135593220339,1,7.046312404883725e-25,-1227.2195337959968,-1284.331656704006,255.42266258221613,6.2195591497446,6.856712036696078,10.96251804282794,14.156655857916423,27000,6.040254237288136,0.4978813559322034,6.538135593220339,12.406185900896038,471,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.557743984953696,6.6005217008954915,6.557729941291585,1,2.745762211215165e-35,-1341.05598280042,-1422.1364023462202,265.2178932274251,6.236205788296438,6.879254094286733,12.150443764024708,15.534722571557593,28000,6.054794520547945,0.50293542074364,6.557729941291585,13.686366601435095,510,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.504123382598555,6.660415654543931,6.504115226337449,1,1.8049701884129626e-32,-1271.5021067946266,-1346.0942856949023,274.5993874247794,6.177840136973217,6.83039031570168,11.862239209498817,15.261569907063414,29000,6.020576131687243,0.4835390946502058,6.504115226337449,13.401013957829536,485,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.825116380629953,7.138585135973295,6.825112107623318,1,6.478842367022729e-29,-1177.481303212347,-1243.8877290618339,284.6559686529311,6.477574431355017,7.172649783891619,12.281501842886302,15.977429589352601,30000,6.334080717488789,0.4910313901345291,6.825112107623318,13.946873582909255,445,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.708613639500186,7.1170210646691014,6.708609271523179,1,4.432672461405468e-29,-1189.480402910868,-1256.2663679411035,295.42873656118115,6.366540129289858,7.050678413756501,12.097373220405979,15.705667608172714,31000,6.200883002207505,0.5077262693156733,6.708609271523179,13.724638105843052,452,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.5437814390276285,8.157286079258096,6.543788187372709,1,1.7014130755492924e-25,-1264.2922641242922,-1322.8254323224426,305.7179301585076,6.22721240840244,6.860363966342978,11.289747352742467,14.50627377225253,32000,6.063136456211812,0.48065173116089616,6.543788187372709,12.746548069329565,490,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.627326425479123,6.71267780934093,6.627329192546584,1,4.555721078909285e-36,-1265.6682993885047,-1348.5449789131876,314.7937241601057,6.285231240814567,6.9694271442786,12.955006663534782,16.68057030841892,33000,6.122153209109731,0.505175983436853,6.627329192546584,14.640911316718642,482,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.811916192039969,6.1287113711869585,6.812015503875969,1,4.1100458878892804e-47,-1372.2603635849582,-1480.568428762296,324.2448380580765,6.46383810232593,7.160192905426008,14.396567672716985,18.384425031757715,34000,6.296511627906977,0.5155038759689923,6.812015503875969,16.20731165801159,515,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.592792460207634,5.82843942147331,6.5927927927927925,1,5.335941204884358e-54,-1465.4829653548682,-1589.648095086569,333.24105889243725,6.2561729321548825,6.929412653430703,14.53835293700968,18.403204085722987,35000,6.095495495495496,0.4972972972972973,6.5927927927927925,16.29958695157251,554,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.298279276024808,6.751697581025301,6.298279158699809,1,2.1313093515980267e-38,-1345.426843992068,-1433.6683410159226,341.5591846051499,5.974550724600373,6.622007592799244,12.625097527456598,16.09570740780289,36000,5.783938814531549,0.51434034416826,6.298279158699809,14.20204684146136,522,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.169366516041416,5.3899479709157765,6.169172932330827,1,5.355974195901538e-57,-1382.4488190455859,-1513.517956736222,350.30767475362194,5.824493680760576,6.513852183901078,14.573694206759395,18.541532749634456,37000,5.629699248120301,0.5394736842105263,6.169172932330827,16.378106282655793,531,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.2873896290977616,5.523792457759675,6.287378640776699,1,3.182284267702173e-55,-1342.8952198041256,-1469.8798006567,359.40655295030894,5.933034423038873,6.641722858514524,14.880363085661088,19.00675878167993,38000,5.772815533980583,0.5145631067961165,6.287378640776699,16.75382871821994,514,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.791222798700852,4.6395873598162805,6.791919191919192,1,5.480644561997016e-76,-1342.0452862611155,-1516.8405306138175,369.2409465920013,6.389547695941873,7.19429068789651,18.396350109902336,23.613521598270065,39000,6.315151515151515,0.4767676767676768,6.791919191919192,20.7602584549953,494,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.129675261775469,5.791507116238049,6.129666011787819,1,1.7401505139010948e-50,-1310.667538444086,-1426.742821482061,377.9938034279368,5.780154653478612,6.479177370097026,14.298078572598415,18.289393432053284,40000,5.685658153241651,0.444007858546169,6.129666011787819,16.109137880358276,508,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.412093986441791,5.683746444200597,6.412573673870334,1,4.8414914235196357e-54,-1332.147967729295,-1456.4103399323567,387.0458338165086,6.052752295438628,6.7723950523020395,15.154060525108713,19.38432311933314,41000,5.917485265225933,0.4950884086444008,6.412573673870334,17.07354237891187,508,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.29501063848328,5.181687010211245,6.295010845986985,1,1.1772178408357483e-55,-1208.582979504992,-1336.562005727088,396.7818612779114,5.909008977685015,6.681012714288955,15.694550639250064,20.32927891318787,42000,5.815618221258134,0.4793926247288503,6.295010845986985,17.786692445534282,460,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.3814648518690475,5.830129092225878,6.381578947368421,1,1.965451865489615e-46,-1188.961571193276,-1295.7047632951248,406.76598406930646,6.004927216475283,6.758230678261559,14.770678722176331,19.159784255823986,43000,5.899122807017544,0.4824561403508772,6.381578947368421,16.75078079814922,455,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.7932787985675915,5.294223589656995,6.793333333333333,1,2.3250962331255676e-56,-1206.6527301640044,-1336.2537339428966,417.2352415840135,6.388971692719905,7.197694973946761,16.785140412949673,21.81068084563293,44000,6.286666666666667,0.5066666666666667,6.793333333333333,19.050734966592426,449,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
6.761235946490707,5.748132958014869,6.761363636363637,1,1.7614691448791893e-50,-1168.6992232678667,-1284.7623297153132,427.9773565784986,6.356272508174253,7.166454764553021,16.446545429945658,21.434334249293734,45000,6.254545454545455,0.5068181818181818,6.761363636363637,18.692353489335265,439,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.078774697735439,4.94986006079326,7.078774617067833,1,9.162673117318958e-70,-1246.910923621462,-1407.376742169897,438.1235631288372,6.6481316978123575,7.509417536323309,19.35394959553722,25.097793417061332,46000,6.5929978118161925,0.48577680525164113,7.078774617067833,21.94553533724903,456,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.257209414462743,4.484826877977921,7.25720620842572,1,2.0415095400424218e-82,-1250.851071684573,-1440.449359805263,448.6799046591905,6.799964073859596,7.714448342991845,21.513247870776205,27.946247191085607,47000,6.747228381374723,0.5099778270509978,7.25720620842572,24.41369795516137,450,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.388348211246133,4.021184504479454,7.38830897703549,1,1.0949709384525112e-105,-1348.2911723185334,-1591.471879260218,458.8748807626465,6.919780707242142,7.856837246828839,24.085931494869627,31.045309013396693,48000,6.866388308977036,0.5219206680584552,7.38830897703549,27.233837929438074,478,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.80308269694501,3.5262669517036374,7.803088803088803,1,8.89658646128497e-150,-1499.5140005227893,-1844.2160968124056,467.9346666047464,7.305649720950554,8.300527885227051,29.5068068495058,37.6623412332999,49000,7.337837837837838,0.46525096525096526,7.803088803088803,33.21066742343338,517,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.89444369373543,3.439100302984507,7.894422310756972,1,2.6633788855399333e-154,-1461.2971283732886,-1816.415637119951,476.88624365707386,7.375846491862748,8.412998129651196,31.016083634809686,39.74242868149368,50000,7.426294820717131,0.4681274900398406,7.894422310756972,34.97286303886251,501,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.699534859451141,3.5255057917975914,7.69908256880734,1,8.267091887037814e-161,-1570.4608021625436,-1940.5647193334569,485.8961266402928,7.208547228795234,8.189617908819447,30.283343237197485,38.41673301641952,51000,7.227522935779817,0.47155963302752296,7.69908256880734,33.986488127361035,544,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.9195031463949475,3.5184220227015404,7.919661733615222,1,4.270613908180947e-146,-1374.8141876351087,-1711.0398536229254,495.31545872292537,7.3779560028701185,8.461367464360327,31.76792920845395,41.01297885699037,52000,7.424947145877378,0.49471458773784355,7.919661733615222,35.946921919231734,472,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.965810568684756,3.5876056371120284,7.96579476861167,1,6.143987065119384e-151,-1444.5344406089034,-1791.9093157604477,504.9544151709241,7.438067019818135,8.493522517405205,31.78041900960117,40.77269806251507,53000,7.458752515090543,0.5070422535211268,7.96579476861167,35.85568248198871,496,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.38109739944106,3.320879566022913,8.381044487427467,1,2.386012169003365e-182,-1536.5243830593472,-1956.2252465604317,514.9681087723833,7.833693100950201,8.928395873904732,35.65196234845409,45.516764552243266,54000,7.880077369439071,0.5009671179883946,8.381044487427467,40.13165549607905,516,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.64957150866245,3.305039182846246,8.649377593360995,1,1.0792759361157583e-177,-1446.6920008972436,-1855.6732719704144,524.8415349556071,8.06706833535413,9.231686851367861,37.45294369602977,48.23624531022448,55000,8.184647302904564,0.46473029045643155,8.649377593360995,42.33210979891478,481,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.6452364906942325,3.763496917599915,8.645348837209303,1,3.404373041124101e-159,-1530.7010776164184,-1897.0870466087156,534.5460081136695,8.110227871276994,9.180469803141612,34.00648443041227,43.42629978320115,56000,8.147286821705427,0.49806201550387597,8.645348837209303,38.283687062542334,515,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.288190133639167,4.223218516266302,8.288389513108614,1,1.1390802349929534e-135,-1547.9430454944395,-1860.1618119232865,543.3256076683108,7.794630335926976,8.782148690290253,30.02611820895387,38.18373615933673,57000,7.799625468164794,0.4887640449438202,8.288389513108614,33.73656287988982,533,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.533546620649565,3.8036168422960666,8.534412955465587,1,2.085868659585816e-150,-1458.1845978214355,-1804.3371763787525,552.598646021497,7.988680843634401,9.080145067296773,33.76774854820033,43.35521369834527,58000,8.064777327935223,0.46963562753036436,8.534412955465587,38.11138941127198,493,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.022351026609371,4.287107242913259,8.022357723577235,1,1.202008752898692e-120,-1409.705144467255,-1687.3313615085083,561.802388862566,7.5152994712718355,8.529415975882635,29.025827325487903,37.28594097515195,59000,7.512195121951219,0.5101626016260162,8.022357723577235,32.767319888066496,491,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.036805226270452,4.04634243211282,8.036190476190477,1,8.859397482185706e-141,-1512.7928599975708,-1836.7758793516946,570.7341362678059,7.532116794228414,8.540264158152539,30.734145936946767,39.164683091451394,60000,7.565714285714286,0.4704761904761905,8.036190476190477,34.56548164303889,524,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.889339563653659,2.969938159413868,8.889328063241107,1,5.0481184160311787e-225,-1545.3405361731407,-2063.303166513828,579.7049634232569,8.277787462707924,9.500868663774291,43.498785786245485,55.6822136395787,61000,8.399209486166008,0.4901185770750988,8.889328063241107,49.02535123077525,505,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.112515021326656,2.919055743640855,9.113871635610765,1,9.57939624028215e-224,-1488.4202045924455,-2003.43965085605,589.4182644945369,8.474960437187425,9.752782834034106,45.1874353562275,58.18230836100751,62000,8.641821946169772,0.4720496894409938,9.113871635610765,51.067919211704165,482,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.832595574748623,3.370892484462917,8.832627118644067,1,2.3326864608240982e-172,-1423.649526409694,-1820.3471418137938,599.6923281088934,8.23869522523759,9.426559012050545,38.102747780647384,49.204706935421,63000,8.332627118644067,0.5,8.832627118644067,43.12054679909317,471,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.133492038115415,2.9869896600279526,9.133744855967079,1,2.209303777331439e-216,-1495.8859725270445,-1993.9516751807437,609.782932743602,8.506453000360679,9.761036711573478,43.84682397495974,56.411893022752906,64000,8.621399176954732,0.5123456790123457,9.133744855967079,49.53465275126214,485,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.342778324087215,2.942945319935951,9.34297520661157,1,1.0655064191613184e-227,-1501.3990827110613,-2025.5224486236182,619.597873439794,8.695335824942514,9.990614588280625,46.53280939294604,59.89886604126463,65000,8.826446280991735,0.5165289256198347,9.34297520661157,52.58191742381466,483,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.195293015181667,2.59531875147432,9.194285714285714,1,3.4839477542646436e-299,-1637.2922709544926,-2326.01704769674,628.5197375131767,8.528283724488723,9.860287704082705,53.65178259703802,68.36874748416018,66000,8.716190476190476,0.4780952380952381,9.194285714285714,60.34004362050164,524,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.683018368554976,2.440210857447328,8.683018867924527,1,4.9674043815e-314,-1633.0296495371135,-2355.9384712908054,637.2427375071795,8.020358288314215,9.34567944753484,53.651945686023424,68.29034745453153,67000,8.19245283018868,0.49056603773584906,8.683018867924527,60.30765060455826,529,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.994415679682291,2.1705571371866816,8.994736842105263,1,0,-1790.537277082153,-2740.0288640070858,645.7555907142014,8.300652751229597,9.68882093298093,63.581683660657376,80.23233551426284,68000,8.463157894736842,0.531578947368421,8.994736842105263,71.17923411340301,569,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.485340385361617,2.31687069882244,8.48576512455516,1,0,-1726.3404996477109,-2552.2371268932698,653.0598640694992,7.824827056505328,9.146703192604992,56.79710220996156,71.78976950019766,69000,7.94661921708185,0.5391459074733096,8.48576512455516,63.63348684669597,561,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.18162801571307,2.4562036861753835,8.181818181818182,1,1.1433612641780372e-303,-1596.7614745510068,-2295.810785326681,661.6426273799119,7.528995285421287,8.834641078215077,51.8622118613912,66.04255624014866,70000,7.668560606060606,0.5132575757575758,8.181818181818182,58.30843539761946,527,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.148884688517802,2.2811956367689623,8.149700598802395,1,0,-1521.8588223523582,-2269.246288004982,670.8433823327586,7.446564364329288,8.852836833275502,56.90110035242916,72.92827386789493,71000,7.630738522954092,0.5189620758483033,8.149700598802395,64.16754491017964,500,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.731633667046316,2.4309830488481503,7.731958762886598,1,5.751287297526107e-273,-1442.5482526760625,-2070.904559355854,680.0593768387838,7.064649136886889,8.399268388886307,49.510988944738244,63.715831485637935,72000,7.235051546391753,0.49690721649484537,7.731958762886598,55.94040214705632,484,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
7.504172062313227,2.937346680784322,7.504166666666666,1,4.895704912872246e-203,-1392.3331434435859,-1859.6695590490472,690.3121599436934,6.897321790841086,8.111011542492248,40.49594440754142,52.182959992324996,73000,6.989583333333333,0.5145833333333333,7.504166666666666,45.78286360473208,479,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.143150608474867,2.6273897569449924,8.143149284253578,1,6.708842913778097e-261,-1468.2482768639677,-2068.81955964136,699.6695090198165,7.477577927449585,8.808720641057572,49.685776620902836,63.87443133781398,74000,7.65439672801636,0.4887525562372188,8.143149284253578,56.11061383217674,488,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
8.698863448415489,2.4672602171363844,8.698841698841699,1,9.904045144e-315,-1594.943640759529,-2319.465001778696,709.5382013000083,8.013230401209283,9.384452996474115,56.05293243405677,71.54568365278425,75000,8.233590733590734,0.46525096525096526,8.698841698841699,63.08901219539517,517,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.642613073678927,2.1232583796786724,9.642998027613412,1,0,-1628.1851360012254,-2537.2107100532803,718.8792649566547,8.876736682513345,10.40925937271348,68.43712276466309,87.58401989794001,76000,9.165680473372781,0.47731755424063116,9.642998027613412,77.12328585572733,506,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.6368385420089009,2.1007960821081406,9.637571157495255,1,0,-1693.4417756952075,-2660.9073959667785,727.4932868716319,8.873757692519629,10.401384622470882,70.85343103553483,90.24718167220105,77000,9.106261859582542,0.5313092979127134,9.637571157495255,79.66877583855816,526,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
9.479451172238049,2.19573942735098,9.480075901328274,1,0,-1679.6625332439216,-2605.9585867786723,735.5791068669479,8.722284982638843,10.237866820017704,69.74050023297548,88.82962338519602,78000,8.952561669829223,0.5275142314990512,9.480075901328274,78.41737794099609,526,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
10.136953546972665,2.189796838405564,10.137254901960784,1,0,-1657.8887409410854,-2599.0317481758652,744.3009782852714,9.338954975882627,10.93555482803894,74.7468860976708,95.58933543868145,79000,9.662745098039215,0.4745098039215686,10.137254901960784,84.20509264609576,509,6448.819003951403,6448.819003951403,578.8947368421053,90020,CoExt_end
